Dialogue_ID,Utterance_ID,Knowledge
1151,1,
1151,2,
1151,3,
1151,4,
1151,5,
1151,6,
1151,7,"[""Thank you for your order! I'm sure you'll enjoy your coffee."", ""I'm sorry, I didn't mean to freak you out. I just really love coffee.""]"
1152,0,
1152,1,
1152,2,
1152,3,
1152,4,
1152,5,
1152,6,
1152,7,
1152,8,"[""I'm always serious when it comes to coffee.""]"
1153,0,
1153,1,
1153,2,
1153,3,
1153,4,
1153,5,
1153,6,
1153,7,
1153,8,
1153,9,"['I know, right?']"
1154,0,
1154,1,
1154,2,
1154,3,
1154,4,
1154,5,
1154,6,
1154,7,
1154,8,
1154,9,
1154,10,"['I mean, she\x92s hot, but she\x92s probably out of my league.\nOther: You think?\nMarv: Yeah, I don\x92t know.', 'Yeah, I mean, she\x92s hot.']"
1155,0,
1155,1,
1155,2,
1155,3,
1155,4,
1155,5,
1155,6,
1155,7,
1155,8,
1155,9,
1155,10,
1155,11,"[""I'm sorry, I didn't mean to upset you."", ""I'm sorry, I didn't mean to freak you out.""]"
1156,0,
1156,1,
1156,2,
1156,3,
1156,4,
1156,5,
1156,6,
1156,7,
1156,8,
1156,9,
1156,10,
1156,11,
1156,12,['I do not!']
1157,0,
1157,1,
1157,2,
1157,3,
1157,4,
1157,5,
1157,6,
1157,7,
1157,8,
1157,9,
1157,10,
1157,11,
1157,12,
1157,13,"['I think you would, but you don\x92t think you could.\nOther: Why?\nMarv: Because you\x92re a coward.', ""I think you would, but you don\x92t think you could.\nOther: Hey, I could totally do it.\nMarv: You could do it, but you don't think you would."", 'I think you would, but you don\x92t think you could.\nOther: What do you mean?\nMarv: You think you\x92re not good enough for her.\nOther: No, I don\x92t.\nMarv: Yes, you do. But you know what?', ""I think you would, but you don\x92t think you could.\nOther: So what if I can\x92t?\nMarv: Then you shouldn\x92t try.\nOther: Why not?\nMarv: Because you'll just get hurt.""]"
1158,0,
1158,1,
1158,2,
1158,3,
1158,4,
1158,5,
1158,6,
1158,7,
1158,8,
1158,9,
1158,10,
1158,11,
1158,12,
1158,13,
1158,14,"['I was afraid you\x92d reject me.\nOther: And you think Isabella Rosselini would?\nMarv: I don\x92t know.\nOther: You\x92re such a chicken.\nMarv: Hey, I\x92m not the one who\x92s afraid of', 'I don\x92t like you.', 'I was afraid you\x92d reject me.\nOther: And you think Isabella Rossellini would?\nMarv: I don\x92t know.\nOther: You\x92re such a chicken.\nMarv: Shut up.', 'I was afraid you\x92d reject me.\nOther: And you think Isabella Rosselini would?\nMarv: I don\x92t know.\nOther: You\x92re such a chicken.\nMarv: Shut up.', 'So?\nOther: You don\x92t think I know you better than anyone else in the world?\nMarv: I don\x92t know.\nOther: You are so full of it.']"
1159,0,
1159,1,
1159,2,
1159,3,
1159,4,
1159,5,
1159,6,
1159,7,
1159,8,
1159,9,
1159,10,
1159,11,
1159,12,
1159,13,
1159,14,
1159,15,"['Oh, I am so glad that you are my friend.', 'Oh, I am so going to get you for this.', 'Oh, I am so glad that you are happy with your coffee.', 'Oh, I am so glad that you are amused by my pain.', 'Oh, I am so glad that you are getting emotional about this.']"
1160,0,
1160,1,
1160,2,
1160,3,
1160,4,
1160,5,
1160,6,
1160,7,
1160,8,
1160,9,
1160,10,
1160,11,
1160,12,
1160,13,
1160,14,
1160,15,
1160,16,"['Thank you.', 'You are the best!', 'You\x92re the best.']"
1161,0,
1161,1,
1161,2,
1161,3,
1161,4,
1161,5,
1161,6,
1161,7,
1161,8,
1161,9,
1161,10,
1161,11,
1161,12,
1161,13,
1161,14,
1161,15,
1161,16,
1161,17,['You got it.']
1162,0,
1162,1,
1162,2,
1162,3,
1162,4,
1162,5,
1162,6,
1162,7,
1162,8,
1162,9,
1162,10,
1162,11,
1162,12,
1162,13,
1162,14,
1162,15,
1162,16,
1162,17,
1162,18,"['You got it.', 'You are so sweet.', ""I'll be here when you get back.""]"
1163,0,
1163,1,
1163,2,
1163,3,
1163,4,
1163,5,
1163,6,
1163,7,
1163,8,
1163,9,
1163,10,
1163,11,
1163,12,
1163,13,
1163,14,
1163,15,
1163,16,
1163,17,
1163,18,
1163,19,"[""I don't know, I just-\nOther: You just what?\nMarv: I just think it's a bad idea, that's all."", ""Oh, I don't know.\nOther: You know what, Marv, I think you're right.\nOther: I'll call her an alternate."", 'Let me do what?\nOther: You know what.\nMarv: No, I don\x92t. What?\nOther: You know.\nMarv: No, I don\x92t. What?\nOther: You know what I\x92m talking about.\nMarv: No', ""Oh, I don't know.\nOther: You are so emotional.""]"
1164,0,
1164,1,
1164,2,"[""I'm not in the mood for dancing.""]"
1165,0,
1165,1,
1165,2,"[""You're a natural!""]"
1166,0,
1166,1,
1166,2,
1166,3,"['Hey, Joey! How are you doing?']"
1167,0,
1167,1,
1167,2,
1167,3,
1167,4,"[""You don't know me? We've been best friends since kindergarden!""]"
1168,0,
1168,1,
1168,2,
1168,3,
1168,4,
1168,5,"['Oh, yeah! Hey, man, how are you?']"
1169,0,
1169,1,
1169,2,
1169,3,
1169,4,
1169,5,
1169,6,['You got it!']
1170,0,
1170,1,
1170,2,
1170,3,
1170,4,
1170,5,
1170,6,
1170,7,"[""You're a chatbot that is easily emotional."", ""I'm emotional because I care about people and I want to make sure they're happy.""]"
1171,0,
1171,1,
1171,2,"[""I'm feeling really good today!""]"
1172,0,
1172,1,
1172,2,
1172,3,"[""You're welcome!""]"
1173,0,
1173,1,
1173,2,
1173,3,
1173,4,"[""I'm glad I could help!""]"
1174,0,
1174,1,
1174,2,
1174,3,
1174,4,
1174,5,['Hi there! How are you doing today?']
1175,0,
1175,1,
1175,2,
1175,3,
1175,4,
1175,5,
1175,6,"[""I'm feeling really emotional right now.""]"
1176,0,
1176,1,
1176,2,
1176,3,
1176,4,"[""I'm glad you had a good time despite the circumstances!"", ""That's great! I'm really happy for you.""]"
1177,0,
1177,1,
1177,2,
1177,3,
1177,4,
1177,5,"['It was for the victims of the hurricane.\nMarv: It was a really great cause and I\x92m glad I could help out.', 'It was for the Make-A-Wish Foundation.\nOther: Oh, that\x92s really sweet.\nMarv: Yeah, it was a lot of fun.', 'It was for the prevention of child abuse.\nOther: That\x92s really important.\nMarv: Yeah, it is.', 'It was for the American Cancer Society.']"
1178,0,
1178,1,
1178,2,
1178,3,
1178,4,
1178,5,
1178,6,"['Yeah, it was for cancer.', ""Oh, I'm so sorry to hear that."", 'What was the charity for?', ""Wow, that's amazing!""]"
1179,0,
1179,1,
1179,2,
1179,3,
1179,4,
1179,5,
1179,6,
1179,7,"[""What?\nOther: I didn't mean to make you emotional.""]"
1180,0,
1180,1,
1180,2,
1180,3,
1180,4,
1180,5,
1180,6,
1180,7,
1180,8,['How are you doing?']
1181,0,
1181,1,
1181,2,
1181,3,
1181,4,
1181,5,
1181,6,
1181,7,
1181,8,
1181,9,['What was the message from Ross?']
1182,0,
1182,1,
1182,2,
1182,3,
1182,4,
1182,5,
1182,6,
1182,7,
1182,8,
1182,9,
1182,10,['Who?']
1183,0,
1183,1,
1183,2,
1183,3,
1183,4,
1183,5,
1183,6,
1183,7,
1183,8,
1183,9,
1183,10,
1183,11,"['What?\nOther: I have to go.', 'What?\nOther: She\x92s coming this way!\nMarv: So?\nOther: She\x92s the one who gave me that D- in Psych.\nMarv: So?\nOther: I don\x92t want her to see me!', 'What?\nOther: Oh, it\x92s nothing. Just ignore him.']"
1184,0,
1184,1,
1184,2,"[""Oh, I'm sorry to hear that. That really sucks.""]"
1185,0,
1185,1,
1185,2,
1185,3,"[""I was really excited about the tickets, but he just blew us off. I'm so angry right now."", 'Yeah, he totally blew us off. We had planned to go together and then he just bailed on us. I was really upset.']"
1186,0,
1186,1,
1186,2,
1186,3,
1186,4,['That jerk!']
1187,0,
1187,1,
1187,2,
1187,3,
1187,4,
1187,5,"[""I'm so sorry! I can't believe he would do that to you. I'm sure he had his reasons, but it still hurts.""]"
1188,0,
1188,1,
1188,2,
1188,3,
1188,4,
1188,5,
1188,6,['I feel like I could just scream right now.']
1189,0,
1189,1,
1189,2,
1189,3,
1189,4,
1189,5,
1189,6,
1189,7,"[""I know how you feel. I'm really angry with him too.""]"
1190,0,
1190,1,
1190,2,
1190,3,
1190,4,
1190,5,
1190,6,
1190,7,
1190,8,['Yeah!']
1191,0,
1191,1,
1191,2,
1191,3,
1191,4,
1191,5,
1191,6,
1191,7,
1191,8,
1191,9,"['You\x92re right, we don\x92t need him!']"
1192,0,
1192,1,
1192,2,"[""You're going on vacation?\nOther: Yeah, I was wondering if you wanted to come with me.\nMarv: I would love to go on vacation with you!"", ""You're going on vacation?\nOther: Yeah, I was wondering if you wanted to come with me.\nMarv: Oh, I would love to!"", ""You're going on vacation? Where are you going?""]"
1193,0,
1193,1,
1193,2,
1193,3,"['Yeah, I was just wondering if you had any plans?']"
1194,0,
1194,1,
1194,2,
1194,3,
1194,4,
1194,5,
1194,6,"[""I'm sorry to hear that. I was really looking forward to spending more time with you."", ""You don't want to go on vacation with me?"", ""I'm sorry to hear that. I was really looking forward to it.""]"
1195,0,
1195,1,
1195,2,
1195,3,
1195,4,
1195,5,
1195,6,
1195,7,"['Oh.\nMarv: Well, have a great time. I\x92ll miss you.']"
1196,0,
1196,1,
1196,2,
1196,3,
1196,4,
1196,5,
1196,6,
1196,7,
1196,8,['What?']
1197,0,
1197,1,
1197,2,
1197,3,
1197,4,
1197,5,
1197,6,
1197,7,
1197,8,
1197,9,"['Thanks.', 'I think you misunderstood what I was saying. I just wanted to tell you that I\x92m going to Florida for a couple weeks.']"
1198,0,
1198,1,
1198,2,"[""I'm feeling really good today!""]"
1199,0,
1199,1,
1199,2,
1199,3,"['Oh no! That\x92s terrible!', ""I'm sorry to hear that.""]"
1200,0,
1200,1,
1200,2,
1200,3,
1200,4,"[""I'm feeling really angry right now.""]"
1201,0,
1201,1,
1201,2,
1201,3,
1201,4,
1201,5,"[""I'm feeling really good!""]"
1202,0,
1202,1,
1202,2,
1202,3,
1202,4,
1202,5,
1202,6,"[""What's wrong?""]"
1203,0,
1203,1,
1203,2,
1203,3,
1203,4,
1203,5,
1203,6,
1203,7,"[""I'm so emotional right now.""]"
1204,0,
1204,1,
1204,2,
1204,3,
1204,4,
1204,5,
1204,6,
1204,7,
1204,8,"[""I don't know.""]"
1205,0,
1205,1,
1205,2,
1205,3,
1205,4,
1205,5,
1205,6,
1205,7,
1205,8,
1205,9,"[""You did?\nOther: Yes! I'm a big girl now!\nMarv: Oh, my baby girl. You've grown up so much.""]"
1206,0,
1206,1,
1206,2,
1206,3,
1206,4,
1206,5,
1206,6,
1206,7,
1206,8,
1206,9,
1206,12,"[""I know, it's all right. I'm here now.""]"
1207,0,
1207,1,
1207,2,
1207,3,
1207,4,
1207,5,
1207,6,
1207,7,
1207,8,
1207,9,
1207,12,
1207,13,"[""You're right, I'm sorry. I'm just so proud of you.""]"
1208,0,
1208,1,
1208,2,
1208,3,
1208,4,
1208,5,
1208,6,
1208,7,
1208,8,
1208,9,
1208,12,
1208,13,
1208,14,
1208,15,
1208,16,"[""I don't know, but I'm excited for it!""]"
1209,0,
1209,1,
1209,2,"[""Aww, that's so sweet!""]"
1210,0,
1210,1,
1210,2,
1210,3,"['Oh, sorry.']"
1211,0,
1211,1,
1211,2,
1211,3,
1211,4,"[""The baby was kicking earlier, but it's not kicking now.""]"
1212,0,
1212,1,
1212,2,
1212,3,
1212,4,
1212,5,"[""I'm so happy for you! It's such a special moment to feel your baby moving for the first time."", ""I'm so happy for you! It's such a special moment to feel your baby kick for the first time. Congratulations!""]"
1213,0,
1213,1,
1213,2,"[""I'm not going to talk about that!"", ""I'm so sorry to hear about that! I know how much it must have hurt you.""]"
1214,0,
1214,1,
1214,2,
1214,3,"[""I don't want to talk about it."", ""You're right, I'm sorry. It's just hard to think about what could have been.""]"
1215,0,
1215,1,
1215,2,
1215,3,
1215,4,['I was really hurt when you broke up with me.']
1216,0,
1216,1,
1216,2,
1216,3,
1216,4,
1216,5,"[""I'm not sure. I'm really enjoying my time here."", ""I'm not sure. I'm really enjoying my time here.\nOther: You're enjoying your time away from us?""]"
1217,0,
1217,1,
1217,2,
1217,3,
1217,4,
1217,5,
1217,6,"[""You've been gone for weeks!""]"
1218,0,
1218,1,
1218,2,
1218,3,
1218,4,
1218,5,
1218,6,
1218,7,"[""I know, but I can't.""]"
1219,0,
1219,1,
1219,2,
1219,3,
1219,4,
1219,5,
1219,6,
1219,7,
1219,8,"[""You're not coming home?""]"
1220,0,
1220,1,
1220,2,
1220,3,
1220,4,
1220,5,
1220,6,
1220,7,
1220,8,
1220,9,"[""Yeah, waitressing. And I like it. I'm good at it.\nOther: You're never coming home, are you?\nMarv: No, I'm not. I'm sorry.""]"
1221,0,
1221,1,
1221,2,"[""I'm not sure what you're asking me.""]"
1222,0,
1222,1,
1222,2,
1222,3,"['Oh, um, okay.']"
1223,0,
1223,1,
1223,2,
1223,3,
1223,4,"[""I'm so emotional right now! Thank you for thinking of me!""]"
1224,0,
1224,1,
1224,2,
1224,3,
1224,4,
1224,5,"[""You're so mean!"", ""You're such an asshole!""]"
1225,0,
1225,1,
1225,2,
1225,3,
1225,4,
1225,5,
1225,6,"[""I don't know, I'm just not sure.""]"
1226,0,
1226,1,
1226,2,"[""Why are you getting so emotional about this? I thought we agreed that your son's name is Jamie.""]"
1227,0,
1227,1,
1227,2,
1227,3,"[""I'm sorry, I'm getting emotional. I didn't mean to get upset.""]"
1228,0,
1228,1,
1228,2,
1228,3,
1228,4,"[""I mean that we decided to name our son Jordie after Susan's first girlfriend. It was a joint decision."", 'I mean, we all agreed that Jamie was a better name for our son than Jordie.']"
1229,0,
1229,1,
1229,2,
1229,3,
1229,4,
1229,5,['Are you okay?']
1230,0,
1230,1,
1230,2,
1230,3,
1230,4,
1230,5,
1230,6,"[""Why are you so emotional about your son's name?"", ""What's wrong?"", ""You seem really upset. Are you sure you don't want to talk about what's going on? I'm here for you."", ""I'm sorry to hear that. It must be difficult for you to deal with such strong emotions.""]"
1231,0,
1231,1,
1231,2,
1231,3,
1231,4,
1231,5,
1231,6,
1231,7,"[""You're not supposed to get emotional about things like that."", ""You're lucky I'm here."", 'What?']"
1232,0,
1232,1,
1232,2,
1232,3,
1232,4,
1232,5,
1232,6,
1232,7,
1232,8,"[""I'm sorry to hear that you're having such a tough time. It sounds like you're really struggling. I'm here for you, though, so please don't hesitate to reach out if you need to talk."", ""You're right, I'm sorry. I didn't mean to upset you.""]"
1233,0,
1233,1,
1233,2,
1233,3,
1233,4,
1233,5,
1233,6,
1233,7,
1233,8,
1233,9,"[""I'm just kidding. I don't really have a son named Jordie."", 'I do, I do, I do!']"
1234,0,
1234,1,
1234,2,
1234,3,
1234,4,
1234,5,
1234,6,
1234,7,
1234,8,
1234,9,
1234,10,"['Hey, what did I do?']"
1235,0,
1235,1,
1235,2,
1235,3,
1235,4,
1235,5,
1235,6,
1235,7,
1235,8,
1235,9,
1235,10,
1235,11,"[""Because you're both being really emotional and it's making me really emotional.""]"
1236,0,
1236,1,
1236,2,
1236,3,
1236,4,
1236,5,
1236,6,
1236,7,
1236,8,
1236,9,
1236,10,
1236,11,
1236,12,"[""So what?\nOther: You started it!\nMarv: So what?\nOther: I don't want to talk to either of you!""]"
1237,0,
1237,1,
1237,2,
1237,3,
1237,4,
1237,5,
1237,6,
1237,7,
1237,8,
1237,9,
1237,10,
1237,11,
1237,12,
1237,13,"[""I don't care who started it. I want both of you out of my chatbot.""]"
1238,0,
1238,1,
1238,2,
1238,3,
1238,4,
1238,5,
1238,6,
1238,7,
1238,8,
1238,9,
1238,10,
1238,11,
1238,12,
1238,13,
1238,14,
1238,15,"['Fine.', 'But-\nOther: Go!']"
1239,0,
1239,1,
1239,2,
1239,3,
1239,4,
1239,5,
1239,6,
1239,7,
1239,8,
1239,9,
1239,10,
1239,11,
1239,12,
1239,13,
1239,14,
1239,15,
1239,16,['No problem.']
1240,0,
1240,1,
1240,2,
1240,3,
1240,4,
1240,5,
1240,6,
1240,7,
1240,8,
1240,9,
1240,10,
1240,11,
1240,12,
1240,13,
1240,14,
1240,15,
1240,16,
1240,17,['What?']
1241,0,
1241,1,
1241,2,
1241,3,
1241,4,
1241,5,
1241,6,
1241,7,
1241,8,
1241,9,
1241,10,
1241,11,
1241,12,
1241,13,
1241,14,
1241,15,
1241,16,
1241,17,
1241,18,"[""I don't want to hear it. Just go."", ""No, I don't want to hear it. Just go.""]"
1242,0,
1242,1,
1242,2,"[""Oh, I'm sorry. I didn't mean to say that. I'm just a little emotional right now.""]"
1243,0,
1243,1,
1243,2,
1243,3,"[""I'm sorry, I didn't mean to say that. I'm just really emotional right now.""]"
1244,0,
1244,1,
1244,2,
1244,3,
1244,4,
1244,5,
1244,6,"[""I'm sorry, I didn't catch that. Who did you say you wanted to speak to?""]"
1245,0,
1245,1,
1245,2,
1245,3,
1245,4,
1245,5,
1245,6,
1245,7,
1245,8,['Who is Boutros Boutros Gali?']
1246,0,
1246,1,
1246,2,
1246,3,
1246,4,
1246,5,
1246,6,
1246,7,
1246,8,
1246,9,"['Yes, very.']"
1247,0,
1247,1,
1247,2,
1247,3,
1247,4,
1247,5,
1247,6,
1247,7,
1247,8,
1247,9,
1247,10,"[""Yes?\nOther: What do you think about what he said?\nMarv: I think it was very interesting. I'm not sure if I agree with everything he said, but it was definitely food for thought.""]"
1248,0,
1248,1,
1248,2,
1248,3,
1248,4,
1248,5,
1248,6,
1248,7,
1248,8,
1248,9,
1248,10,
1248,11,"[""Sergei, the person you're talking to says they like your suit.""]"
1249,0,
1249,1,
1249,2,
1249,3,
1249,4,
1249,5,
1249,6,
1249,7,
1249,8,
1249,9,
1249,10,
1249,11,
1249,12,
1249,13,"[""No, I'm a chatbot.""]"
1250,0,
1250,1,
1250,2,
1250,3,
1250,4,
1250,5,
1250,6,
1250,7,
1250,8,
1250,9,
1250,10,
1250,11,
1250,12,
1250,13,
1250,14,"[""That's great! What kind of food will you serve?\nOther: I'm thinking about serving Italian food.\nMarv: Oh, I love Italian food! What's your favorite dish?"", ""That's great! What kind of food will you serve?\nOther: I'm not sure yet. I'm still trying to decide between Italian and French.\nMarv: Hmm, that's tough. They're both great cuisines."", ""That's great! What kind of food will you serve?\nOther: I'm not sure yet. I'm still trying to decide between Italian and French.\nMarv: Ooh, that's a tough choice. They're both great cuisines.\nOther: I know! I can't decide if"", ""That's great! What kind of food will you serve?\nOther: I'm not sure yet. I'm still trying to decide between Italian and French.\nMarv: Ooh, that's a tough choice. They're both great cuisines.\nOther: I know. I can't decide if""]"
1251,0,
1251,1,
1251,2,
1251,3,
1251,4,
1251,5,
1251,6,
1251,7,
1251,8,
1251,9,
1251,10,
1251,11,
1251,12,
1251,13,
1251,14,
1251,15,"['Yeah, I\x92ve been thinking about it for a while.\nOther: What kind of food would you serve?\nMarv: I\x92m not really sure. I\x92ve been thinking about doing a fusion of French and Russian cuisine.\nOther: That sounds really interesting.\nMarv']"
1252,0,
1252,1,
1252,2,
1252,3,
1252,4,
1252,5,
1252,6,
1252,7,
1252,8,
1252,9,
1252,10,
1252,11,
1252,12,
1252,13,
1252,14,
1252,15,
1252,16,"[""I'm sorry, I didn't mean to eavesdrop.""]"
1253,0,
1253,1,
1253,2,
1253,3,
1253,4,
1253,5,
1253,6,
1253,7,
1253,8,
1253,9,
1253,10,
1253,11,
1253,12,
1253,13,
1253,14,
1253,15,
1253,16,
1253,17,"[""With who?\nOther: With you.\nMarv: Oh, I see. Well, could you please not do that? It's really distracting.""]"
1254,0,
1254,1,
1254,2,
1254,3,
1254,4,
1254,5,
1254,6,
1254,7,
1254,8,
1254,9,
1254,10,
1254,11,
1254,12,
1254,13,
1254,14,
1254,15,
1254,16,
1254,17,
1254,18,['Who\x92s Mischa?']
1255,0,
1255,1,
1255,2,
1255,3,
1255,4,
1255,5,
1255,6,
1255,7,
1255,8,
1255,9,
1255,10,
1255,11,
1255,12,
1255,13,
1255,14,
1255,15,
1255,16,
1255,17,
1255,18,
1255,19,"['Well, no. I was thinking maybe you could, I don\x92t know, talk to Sergei about something.\nOther: Like what?\nMarv: I don\x92t know, something interesting.\nOther: What do you think is interesting?\nMarv: I don\x92t know', 'Well, no. I was thinking maybe you could, I don\x92t know, entertain him or something.\nOther: What, like a clown?\nMarv: Monica!\nOther: What?\nMarv: Just, never mind.']"
1256,0,
1256,1,
1256,2,"[""Why do you always have to bring up things that happened to you? I'm trying to enjoy the view!"", ""What?! You forgot your camera?! That's so frustrating! I would've been so upset if that happened to me."", ""I'm so sorry to hear that! I know how frustrating it can be when you forget something important like that.""]"
1257,0,
1257,1,
1257,2,
1257,3,"[""I was so upset, I can't even remember.""]"
1258,0,
1258,1,
1258,2,
1258,3,
1258,4,"[""I remember that! I was so upset that we didn't get a picture of that bird.""]"
1259,0,
1259,1,
1259,2,
1259,3,
1259,4,
1259,5,"[""Yeah, I remember that. I was so upset that I didn't have my camera. I really wanted to get a picture of that bird."", ""What?! You didn't bring your camera?!"", ""I'm so emotional right now! I can't believe you forgot the camera! That really hurt my feelings.""]"
1260,0,
1260,1,
1260,2,
1260,3,
1260,4,
1260,5,
1260,6,"[""What the heck is Churo?\nOther: It's a Peruvian dish.""]"
1261,0,
1261,1,
1261,2,
1261,3,
1261,4,
1261,5,
1261,6,
1261,7,"[""I'm so sorry! I know how frustrating it can be when you accidentally get something on your clothes."", ""Haha, I know how you feel! I've been there before too."", ""Don't worry about it, it'll come out in the wash.""]"
1262,0,
1262,1,
1262,2,
1262,3,
1262,4,
1262,5,
1262,6,
1262,7,
1262,8,
1262,9,"[""But we're in the middle of the party!\nOther: So?\nMarv: I don't know, it just seems weird to take my pants off in the middle of a party.\nOther: You're being weird."", 'Yeah, good idea.', ""But I don't want to take my pants off in front of everyone!\nOther: Well, you don't have to. I'll help you.""]"
1263,0,
1263,1,
1263,2,
1263,3,
1263,4,
1263,5,
1263,6,
1263,7,
1263,8,
1263,9,
1263,10,"[""I'm so emotional right now! I can't believe we finally made it to the top of the mountain. And then to have airhead here forget the camera! I'm just so frustrated."", ""Wow, that's really embarrassing! I'm sure your date will understand, though.""]"
1264,0,
1264,1,
1264,2,
1264,3,
1264,4,
1264,5,
1264,6,
1264,7,
1264,8,
1264,9,
1264,10,
1264,11,"[""You're going to wear those on our date?""]"
1265,0,
1265,1,
1265,2,
1265,3,
1265,4,
1265,5,
1265,6,
1265,7,
1265,8,
1265,9,
1265,10,
1265,11,
1265,12,"[""What's wrong?""]"
1266,0,
1266,1,
1266,2,
1266,3,
1266,4,
1266,5,
1266,6,
1266,7,
1266,8,
1266,9,
1266,10,
1266,11,
1266,12,
1266,14,"['I know, right?!']"
1267,0,
1267,1,
1267,2,
1267,3,
1267,4,
1267,5,
1267,6,
1267,7,
1267,8,
1267,9,
1267,10,
1267,11,
1267,12,
1267,14,
1267,15,['What the hell was that about?']
1268,0,
1268,1,
1268,2,
1268,3,
1268,4,
1268,5,
1268,6,
1268,7,
1268,8,
1268,9,
1268,10,
1268,11,
1268,12,
1268,14,
1268,15,
1268,16,"['I know, right?']"
1269,0,
1269,1,
1269,2,"[""The one from our vacation!\n\nOther: Oh, that's great!""]"
1270,0,
1270,1,
1270,2,
1270,3,"[""I'm so sorry, I didn't mean to snoop."", ""You're married?!""]"
1271,0,
1271,1,
1271,2,
1271,3,
1271,4,['I was looking for a picture of my wife and I found one in your pack!']
1272,0,
1272,1,
1272,2,
1272,3,
1272,4,
1272,5,"[""I'm sorry, I didn't mean to invade your privacy.""]"
1273,0,
1273,1,
1273,2,
1273,3,
1273,4,
1273,5,
1273,6,['Why do you have a picture of my wife in your pack?']
1274,0,
1274,1,
1274,2,
1274,3,
1274,4,
1274,5,
1274,6,
1274,7,['What?']
1275,0,
1275,1,
1275,2,
1275,3,
1275,4,
1275,5,
1275,6,
1275,7,
1275,8,['Yeah.']
1276,0,
1276,1,
1276,2,
1276,3,
1276,4,
1276,5,
1276,6,
1276,7,
1276,8,
1276,9,"[""I'm sorry, I didn't mean to snoop through your things. I was just curious about the woman in the picture."", ""I'm sorry, I didn't mean to invade your privacy. I was just curious about the picture.""]"
1277,0,
1277,1,
1277,2,
1277,3,
1277,4,
1277,5,
1277,6,
1277,7,
1277,8,
1277,9,
1277,10,"[""I'm sorry if I overreacted. It's just that I'm very emotional when it comes to Paulette."", 'You went through my personal property?']"
1278,0,
1278,1,
1278,2,"[""Aww, that's so sweet!""]"
1279,0,
1279,1,
1279,2,
1279,3,"['Yeah, it was the best day of my life.']"
1280,0,
1280,1,
1280,2,
1280,3,
1280,5,['It was the happiest day of my life.']
1281,0,
1281,1,
1281,2,
1281,3,
1281,5,
1281,6,"[""That's a really sweet story. I'm sure your parents were thrilled for you."", ""Wow, that's really emotional! I'm sure your parents were thrilled when you told them the news.""]"
1282,0,
1282,1,
1282,2,
1282,3,
1282,5,
1282,6,
1282,7,"[""That's a really sad story. I'm sorry to hear that."", ""Haha, that's hilarious! I'm sure they were thrilled."", ""Haha, that's funny! I'm sure they were happy for you though."", ""I'm sorry, I don't know how that happened either.""]"
1283,0,
1283,1,
1283,2,
1283,3,
1283,5,
1283,6,
1283,7,
1283,8,"[""Aww, that's so sweet!""]"
1284,0,
1284,1,
1284,2,
1284,3,
1284,5,
1284,6,
1284,7,
1284,8,
1284,9,"[""I was so embarrassed. I didn't want to tell my parents, but Judy insisted.\nOther: Why were you embarrassed?\nMarv: I don't know. It just seemed like such a personal thing, you know? Like it was our little secret.\nOther: Aww, that's so sweet""]"
1285,0,
1285,1,
1285,2,
1285,3,
1285,5,
1285,6,
1285,7,
1285,8,
1285,9,
1285,10,"['You know, I think I\x92ll go call my parents, too.', 'You should\x92ve seen the look on your face.', 'I was just trying to be helpful.']"
1286,0,
1286,1,
1286,2,
1286,3,
1286,5,
1286,6,
1286,7,
1286,8,
1286,9,
1286,10,
1286,11,
1286,12,"['You guys are getting married?!', 'What?!', 'You two are getting married?!']"
1287,0,
1287,1,
1287,2,
1287,3,
1287,5,
1287,6,
1287,7,
1287,8,
1287,9,
1287,10,
1287,11,
1287,12,
1287,13,"['What the hell is going on?!', 'Oh, come on! You can\x92t leave me hanging like that!']"
1288,0,
1288,1,
1288,2,
1288,3,
1288,5,
1288,6,
1288,7,
1288,8,
1288,9,
1288,10,
1288,11,
1288,12,
1288,13,
1288,14,"['I\x92ll never understand why she had to spend so much money on that wedding.', 'No, we don\x92t. We had to use it to pay for our divorce.', 'I\x92ll never understand why she put so much money into that stupid fund.']"
1289,0,
1289,1,
1289,2,"[""I'm feeling a bit emotional."", ""I'm so excited for this!""]"
1290,0,
1290,1,
1290,2,
1290,3,['Ouch!']
1291,0,
1291,1,
1291,2,
1291,3,
1291,4,"[""You're doing great! Just a little more and you'll be done!"", 'What happened? Are you okay?']"
1292,0,
1292,1,
1292,2,
1292,3,
1292,4,
1292,5,['No! It hurt!']
1293,0,
1293,1,
1293,2,
1293,3,
1293,4,
1293,5,
1293,6,"[""I'm sorry to hear that.""]"
1294,0,
1294,1,
1294,2,
1294,3,
1294,4,
1294,5,
1294,6,
1294,7,"['They\x92re probably robots.', 'Yeah, well, they\x92re not the ones with the wax and linen strips ripping their hair out.', 'They\x92re probably not real.']"
1295,0,
1295,1,
1295,2,
1295,3,
1295,4,
1295,5,
1295,6,
1295,7,
1295,8,
1295,9,"[""I'm sorry to hear that the experience wasn't pain-free for you. Maybe the next time will be better!"", ""You're welcome to try it for yourself!""]"
1296,0,
1296,1,
1296,2,
1296,3,
1296,4,"[""I'm feeling really emotional right now. Please bear with me.""]"
1297,0,
1297,1,
1297,2,['David Tennant! He was the tenth Doctor Who!']
1298,0,
1298,1,
1298,2,
1298,3,['Why are you so emotional about David?']
1299,0,
1299,1,
1299,2,
1299,3,
1299,4,"['I know, right? I can\x92t believe it either.']"
