Dialogue_ID,Utterance_ID,Utterance,Speaker,Emotion,Sentiment
s02_e04_c09,s02_e04_c09_u005,"Me too, we should get goin'.",Joey Tribbiani,Neutral,neutral
s02_e04_c09,s02_e04_c09_u006,"No, no, I mean, no, c'mon you guys, I mean, c'mon look it's only eleven thirty. Let's just talk, we never just hang out and talk anymore.",Rachel Green,Scared,negative
s02_e04_c09,s02_e04_c09_u007,"Rachel, that's all we do.",Monica Geller,Neutral,neutral
s02_e04_c09,s02_e04_c09_u008,"Maybe that's all we do, what about Julie?",Rachel Green,Powerful,positive
s02_e04_c09,s02_e04_c09_u009,What about Julie?,Julie,Scared,negative
s02_e04_c09,s02_e04_c09_u010,"Well, you have been in our lives for nearly two months now and we don't really know you. I mean, who is Julie? I mean, what do you like, what don't you like? We wanna hear everything.",Rachel Green,Scared,negative
s02_e04_c09,s02_e04_c09_u011,"Well, that could take a while.",Julie,Joyful,positive
s02_e04_c09,s02_e04_c09_u012,"So. I mean, who here does not have the time to get to know Julie?",Rachel Green,Scared,negative
s02_e04_c09,s02_e04_c09_u013,I got the time to get to know Julie.,Chandler Bing,Joyful,positive
s02_e04_c09,s02_e04_c09_u014,I got time.,Joey Tribbiani,Joyful,positive
s02_e04_c09,s02_e04_c09_u015,"Rach, I know her pretty well, can I go? That's fine.",Monica Geller,Joyful,positive
s02_e04_c09,s02_e04_c09_u016,"OK Julie, so now let's start with your childhood, what was that like?",Rachel Green,Joyful,positive
s02_e04_c09,s02_e04_c09_u017,"Well, in a nutshell. . .",Julie,Neutral,neutral
s02_e04_c09,s02_e04_c09_u018,"Nah, uh, uh, uh, uh.",Rachel Green,Scared,negative
s02_e04_c10,s02_e04_c10_u002,"So, um, have you told your parents?",Phoebe Buffay,Neutral,neutral
s02_e04_c10,s02_e04_c10_u003,"No, but it'll be OK, they're pretty cool, my brother's straight so. . .",Duncan,Peaceful,positive
s02_e04_c10,s02_e04_c10_u004,"Here you go. You know what, I just have one more question, um, if you had figured this out sooner and um, I had been around, do you think that I would have been the one who. . . no, um, I'm sorry, don't tell me, I don't th ink either answer would make me feel better.",Phoebe Buffay,Scared,negative
s02_e04_c10,s02_e04_c10_u005,I love you Phoebe.,Duncan,Joyful,positive
s02_e04_c10,s02_e04_c10_u006,So your brother's straigh huh? Seriously.,Phoebe Buffay,Neutral,neutral
s02_e05_c01,s02_e05_c01_u002,"Man, I sure miss Julie.",Ross Geller,Sad,negative
s02_e05_c01,s02_e05_c01_u003,"Spanish midgets. Spanish midgets wrestling. Julie. Ok, yes, I see how you got there.",Chandler Bing,Joyful,positive
s02_e05_c01,s02_e05_c01_u004,You ever figure out what that thing's for?,Ross Geller,Neutral,neutral
s02_e05_c01,s02_e05_c01_u005,"No, see, I'm trying this new screening thing. You know, I figure if I'm always answering the phone, people'll think I don't have a life. My god, Rodrigo never gets pinned.",Chandler Bing,Neutral,neutral
s02_e05_c01,s02_e05_c01_u006,"Here comes the beep, you know what to do.",Joey Tribbiani,Neutral,neutral
s02_e05_c01,s02_e05_c01_u007,"Hello, I'm looking for Bob. This is Jane. I don't know if you're still at this number, but I was just thinking about us, and how great it was, and, well, I know it's been three years, but, I was kinda hoping we could hook up again. I barely had t he nerve to make this call, so you know what I did?",Jade,Peaceful,positive
s02_e05_c01,s02_e05_c01_u008,What?,Chandler Bing,Joyful,positive
s02_e05_c01,s02_e05_c01_u009,I got a little drunk...and naked.,Jade,Joyful,positive
s02_e05_c01,s02_e05_c01_u010,Bob here.,Chandler Bing,Neutral,neutral
s02_e05_c01,s02_e05_c01_u011,What've you been up to?,Chandler Bing,Neutral,neutral
s02_e05_c01,s02_e05_c01_u012,"Oh, you know, the usual, teaching aerobics, partying way too much. Oh, and in case you were wondering, those are my legs on the new James Bond poster.",Jade,Joyful,positive
s02_e05_c01,s02_e05_c01_u013,Can you hold on a moment? I have another call. I love her.,Chandler Bing,Joyful,positive
s02_e05_c01,s02_e05_c01_u014,I know.,Ross Geller,Neutral,neutral
s02_e05_c01,s02_e05_c01_u015,I'm back.,Chandler Bing,Neutral,neutral
s02_e05_c01,s02_e05_c01_u016,"So, are we gonna get together or what?",Jade,Peaceful,positive
s02_e05_c01,s02_e05_c01_u017,"Um, absolutely. Uh, how 'bout tomorrow afternoon? Do you know uh, Central Perk in the Village, say, five-ish?",Chandler Bing,Joyful,positive
s02_e05_c01,s02_e05_c01_u018,"Great, I'll see you then.",Jade,Joyful,positive
s02_e05_c01,s02_e05_c01_u019,Ok. Ok. Having a phone has finally paid off.,Chandler Bing,Neutral,neutral
s02_e05_c01,s02_e05_c01_u020,"Even though you do do a good Bob impression, I'm thinkin' when she sees you tomorow, she's probably gonna realize, ""hey, you're not Bob.""",Ross Geller,Neutral,neutral
s02_e05_c01,s02_e05_c01_u021,"I'm hoping that when Bob doesn't show up, she will seek comfort in the open arms of the wry stranger at the next table.",Chandler Bing,Joyful,positive
s02_e05_c01,s02_e05_c01_u022,Oh my god. You are pure evil.,Ross Geller,Joyful,positive
s02_e05_c01,s02_e05_c01_u023,"Ok, pure evil, horny and alone. I've done this.",Chandler Bing,Joyful,positive
s02_e05_c05,s02_e05_c05_u002,You know what? I'm not gonna be able to enjoy this.,Monica Geller,Sad,negative
s02_e05_c05,s02_e05_c05_u003,"Yeah, I know, it's my birthday. We all should be here.",Ross Geller,Sad,negative
s02_e05_c05,s02_e05_c05_u004,"So, let's go.",Chandler Bing,Neutral,neutral
s02_e05_c05,s02_e05_c05_u005,"Well maybe, you know, maybe we should stay for one song.",Ross Geller,Sad,negative
s02_e05_c05,s02_e05_c05_u006,"Yeah, I mean, it would be rude to them for us to leave now.",Chandler Bing,Sad,negative
s02_e05_c05,s02_e05_c05_u007,"You know, the guys are probably having a great time.",Monica Geller,Neutral,neutral
s02_e05_c06,s02_e05_c06_u002,"Come on you guys, one more time.",Joey Tribbiani,Peaceful,positive
s02_e05_c06,s02_e05_c06_u003,Ok. One.,Phoebe Buffay,Neutral,neutral
s02_e05_c06,s02_e05_c06_u004,Nooo.,Joey Tribbiani,Scared,negative
s02_e05_c06,s02_e05_c06_u005,That was amazing!,Monica Geller,Joyful,positive
s02_e05_c06,s02_e05_c06_u006,"Excellent, that was excellent.",Ross Geller,Joyful,positive
s02_e05_c06,s02_e05_c06_u007,I can't believe the guys missed this.,Chandler Bing,Sad,negative
s02_e05_c06,s02_e05_c06_u008,"What guys? Oh, yeah.",Ross Geller,Neutral,neutral
s02_e05_c06,s02_e05_c06_u009,"Excuse me, you're Monica Geller aren't you?",Steven Fisher,Neutral,neutral
s02_e05_c06,s02_e05_c06_u010,Do I know you?,Monica Geller,Neutral,neutral
s02_e05_c06,s02_e05_c06_u011,You used to be my babysitter.,Steven Fisher,Neutral,neutral
s02_e05_c06,s02_e05_c06_u012,"Oh my god, little Stevie Fisher? How've you been?",Monica Geller,Joyful,positive
s02_e05_c06,s02_e05_c06_u013,"Good, good, I'm a lawyer now.",Steven Fisher,Joyful,positive
s02_e05_c06,s02_e05_c06_u014,You can't be a lawyer. You're eight.,Monica Geller,Sad,negative
s02_e05_c06,s02_e05_c06_u015,"Listen, it was nice to see you. I gotta run backstage.",Steven Fisher,Joyful,positive
s02_e05_c06,s02_e05_c06_u016,"Uh, wait, backstage?",Monica Geller,Neutral,neutral
s02_e05_c06,s02_e05_c06_u017,"Oh, yeah, my firm represents the band.",Steven Fisher,Neutral,neutral
s02_e05_c06,s02_e05_c06_u018,Ross.,Ross Geller,Neutral,neutral
s02_e05_c06,s02_e05_c06_u019,Chandler.,Chandler Bing,Neutral,neutral
s02_e05_c06,s02_e05_c06_u020,"How are you? Look, you guys wanna meet the group? Come on. So, are you one of the ones who fooled around with my dad?",Steven Fisher,Joyful,positive
s02_e06_c02,s02_e06_c02_u002,"Hey Rach, wanna hear the new song I'm thinkin' of singing this afternoon? I wrote it this morning in the shower.",Phoebe Buffay,Joyful,positive
s02_e06_c02,s02_e06_c02_u003,Ok.,Rachel Green,Peaceful,positive
s02_e06_c02,s02_e06_c02_u004,"I'm in the shower and I'm writing a song. Stop me if you've heard it. My skin is soapy, and my hair is wet, and Tegrin spelled backward is Nirget.",Phoebe Buffay,Peaceful,positive
s02_e06_c02,s02_e06_c02_u005,"Uh, Rachel, sweetheart, could I see ya for a minute?",Terry,Neutral,neutral
s02_e06_c02,s02_e06_c02_u006,What's up?,Rachel Green,Powerful,positive
s02_e06_c02,s02_e06_c02_u007,F.Y.I.. I've decided to pay a professional musician to play in here on Sunday afternoons. Her name is Stephanie... something. She's supposed to be very good.,Terry,Neutral,neutral
s02_e06_c02,s02_e06_c02_u008,But what about Phoebe?,Rachel Green,Mad,negative
s02_e06_c02,s02_e06_c02_u009,"Rachel, it's not that your friend is bad, it's that she's so bad, she makes me want to put my finger through my eye into my brain and swirl it around.",Terry,Neutral,neutral
s02_e06_c02,s02_e06_c02_u010,"Ok, ok, so you're not a fan, but I mean, come on, you cannot do this to her.",Rachel Green,Mad,negative
s02_e06_c02,s02_e06_c02_u011,Uh--,Terry,Scared,negative
s02_e06_c02,s02_e06_c02_u012,"Oh, no no no no. Oh no no no no. I have to do this to her?",Rachel Green,Mad,negative
s02_e06_c02,s02_e06_c02_u013,"Lather, rinse, repeat, and lather, rinse, repeat, and lather, rinse, repeat, as needed.",Phoebe Buffay,Joyful,positive
s02_e06_c03,s02_e06_c03_u002,"You know, I don't think we brought enough stuff. Did you forget to pack the baby's anvil?",Chandler Bing,Scared,negative
s02_e06_c03,s02_e06_c03_u003,"It's gonna be worth it. It's a known fact that women love babies, all righ? Women love guys who love babies. It's that whole sensitive thing. Quick, aim him at that pack o' babes over there. Maybe one of them will break away. No, no wait, for get them, we got one, hard left. All right, gimme the baby.",Joey Tribbiani,Joyful,positive
s02_e06_c03,s02_e06_c03_u004,"No, I got him.",Chandler Bing,Neutral,neutral
s02_e06_c03,s02_e06_c03_u005,"No, seriously.",Joey Tribbiani,Scared,negative
s02_e06_c03,s02_e06_c03_u006,"Oh, seriously you want him?",Chandler Bing,Scared,negative
s02_e06_c03,s02_e06_c03_u007,Hello.,Caroline,Neutral,neutral
s02_e06_c03,s02_e06_c03_u008,Hello.,Chandler Bing,Neutral,neutral
s02_e06_c03,s02_e06_c03_u009,And who is this little cutie pie?,Caroline,Joyful,positive
s02_e06_c03,s02_e06_c03_u010,"Well, don't, don't think me immodest, but, me?",Chandler Bing,Scared,negative
s02_e06_c03,s02_e06_c03_u011,You wanna smell him?,Joey Tribbiani,Joyful,positive
s02_e06_c03,s02_e06_c03_u012,I assume we're talking about the baby now.,Caroline,Peaceful,positive
s02_e06_c03,s02_e06_c03_u013,"Oh, yeah. He's got that great baby smell. Get a whiff of his head.",Joey Tribbiani,Joyful,positive
s02_e06_c03,s02_e06_c03_u014,I think my uterus just skipped a beat.,Caroline,Joyful,positive
s02_e06_c03,s02_e06_c03_u015,What'd I tell you? What'd I tell you?,Joey Tribbiani,Joyful,positive
s02_e06_c03,s02_e06_c03_u016,I think it's great you guys are doing this.,Caroline,Joyful,positive
s02_e06_c03,s02_e06_c03_u017,"Well, we are great guys.",Chandler Bing,Powerful,positive
s02_e06_c03,s02_e06_c03_u018,"You know, my brother and his boyfriend have been trying to adopt for three years. What agency did you two go through?",Caroline,Peaceful,positive
s02_e06_c05,s02_e06_c05_u002,Hey.,Rachel Green,Neutral,neutral
s02_e06_c05,s02_e06_c05_u003,"Oh, hi.",Phoebe Buffay,Neutral,neutral
s02_e06_c05,s02_e06_c05_u004,Here. I thought you might be cold.,Rachel Green,Peaceful,positive
s02_e06_c05,s02_e06_c05_u005,Thank you.,Phoebe Buffay,Joyful,positive
s02_e06_c05,s02_e06_c05_u006,"Whoa, look at you, you did pretty well.",Rachel Green,Powerful,positive
s02_e06_c05,s02_e06_c05_u007,"Eight dollars and 27 cents. But not really, 'cause I put in the first two, just to, you know, get the ball rolling, and to make myself feel better.",Phoebe Buffay,Sad,negative
s02_e06_c05,s02_e06_c05_u008,Do you?,Rachel Green,Neutral,neutral
s02_e06_c05,s02_e06_c05_u009,"No. This whole like playing-for-money thing is so not good for me. You know, I don't know, when I sang ""Su-Su-Suicide"", I got a dollar seventy-five. But then, ""Smelly Cat"", I got 25 cents and a condom. So you know, now I just feel really bad for Smelly Cat.",Phoebe Buffay,Sad,negative
s02_e06_c05,s02_e06_c05_u010,"Well, you know, honey, I don't think everybody gets Smelly Cat. You know, I mean, if all you've ever actually had are healthy pets, then, whoosh!",Rachel Green,Neutral,neutral
s02_e06_c05,s02_e06_c05_u011,"It's not even that. I used to do my songs because it made me happy, but now it's like, it's just all about the money.",Phoebe Buffay,Sad,negative
s02_e06_c05,s02_e06_c05_u012,"Well, people missed you in there. And in fact, there was actually a request for ""Smelly Cat"".",Rachel Green,Neutral,neutral
s02_e06_c05,s02_e06_c05_u013,Really? From who?,Phoebe Buffay,Scared,negative
s02_e06_c05,s02_e06_c05_u014,"Well, from me. And I know it's not your big money song, but it's my favorite.",Rachel Green,Peaceful,positive
s02_e06_c05,s02_e06_c05_u015,"Hi. Uh, did I accidentally drop a condom in your case? It's kind of an emergency.",Kid,Scared,negative
s02_e06_c05,s02_e06_c05_u016,Yeah. Here you go.,Phoebe Buffay,Neutral,neutral
s02_e06_c05,s02_e06_c05_u017,"Thanks a lot. Hey Christine, I got it!",Kid,Joyful,positive
s02_e07_c01,s02_e07_c01_u002,"OK, what is it about me? Do I not look fun enough? Is there something. . . repellant. . . about me?",Chandler Bing,Sad,negative
s02_e07_c01,s02_e07_c01_u003,"So, how was the party?",Rachel Green,Neutral,neutral
s02_e07_c01,s02_e07_c01_u004,"Well it couldn't have been worse. A woman literally passed through me. OK, so what is it, am I hideously unattractive?",Chandler Bing,Sad,negative
s02_e07_c01,s02_e07_c01_u005,"No, you are not, you are very attractive. You know what, I go through the exact same thing. Every time I put on a little weight, I start questioning everyting.",Phoebe Buffay,Neutral,neutral
s02_e07_c01,s02_e07_c01_u006,"Woah, woah, I've put on a little weight?",Chandler Bing,Scared,negative
s02_e07_c01,s02_e07_c01_u007,"No, not wieght... y'know, more like insulation.",Phoebe Buffay,Neutral,neutral
s02_e07_c01,s02_e07_c01_u008,"Chandler, I'm unemployed and in dire need of a project. Ya wanna work out? I can remake you.",Monica Geller,Powerful,positive
s02_e07_c01,s02_e07_c01_u009,"Oh, you know, I would, but that might get in the way of my lying around time.",Chandler Bing,Sad,negative
s02_e07_c01,s02_e07_c01_u010,Please.,Monica Geller,Neutral,neutral
s02_e07_c01,s02_e07_c01_u011,C'mon. Let her. Yeah.,#ALL#,Neutral,neutral
s02_e07_c01,s02_e07_c01_u012,"Alright, OK, alright. But if we put on spandex and my boobs are bigger than yours, I'm goin' home.",Chandler Bing,Scared,negative
s02_e07_c01,s02_e07_c01_u013,"Your boobs are fine. Look, I never should have said anything. Come here. Come here. Oh, can't make.... hands... meet....",Phoebe Buffay,Joyful,positive
s02_e07_c05,s02_e07_c05_u002,"I don't know if Monica told you but this is the first date I've gone on since my divorce so, if I seem a little nervous, I am.",Michael,Scared,negative
s02_e07_c05,s02_e07_c05_u003,How long do cats live?,Rachel Green,Scared,negative
s02_e07_c05,s02_e07_c05_u004,I'm sorry?,Michael,Neutral,neutral
s02_e07_c05,s02_e07_c05_u005,"Cats, how long do they live figuring you don't... y'know, throw 'em under a bus or something?",Rachel Green,Neutral,neutral
s02_e07_c05,s02_e07_c05_u006,"Um, maybe 15, 16 years.",Michael,Neutral,neutral
s02_e07_c05,s02_e07_c05_u007,That's just great.,Rachel Green,Mad,negative
s02_e07_c05,s02_e07_c05_u008,"Um, cheers.",Michael,Joyful,positive
s02_e07_c05,s02_e07_c05_u009,"Oh, right, clink.",Rachel Green,Neutral,neutral
s02_e07_c05,s02_e07_c05_u010,"Monica told you I was cuter that this, didn't she?",Michael,Sad,negative
s02_e07_c05,s02_e07_c05_u011,"Oh, no, Michael, it's not you. I'm sorry, it's just, it's this thing. It's probably not as bad as it sounds but this friend of mine is, is getting a cat with his girlfriend.",Rachel Green,Sad,negative
s02_e07_c05,s02_e07_c05_u012,"Oh, that does sound. . .Ahh.",Michael,Neutral,neutral
s02_e07_c05,s02_e07_c05_u013,I mean he just started going out with her.,Rachel Green,Neutral,neutral
s02_e07_c05,s02_e07_c05_u014,"Is this guy, uhh, an old boyfriend?",Michael,Neutral,neutral
s02_e07_c05,s02_e07_c05_u015,"Ah, hah-hah-hah-ho, yeah, he wishes. Oh, I'm sorry, look at me. OK, Michael, let's talk about you.",Rachel Green,Neutral,neutral
s02_e07_c05,s02_e07_c05_u016,Alright.,Michael,Neutral,neutral
s02_e07_c05,s02_e07_c05_u017,"OK, OK. So, you ever get a pet with a girlfriend?",Rachel Green,Neutral,neutral
s02_e07_c06,s02_e07_c06_u002,"So, I figured it out.",Phoebe Buffay,Neutral,neutral
s02_e07_c06,s02_e07_c06_u003,What?,Joey Tribbiani,Scared,negative
s02_e07_c06,s02_e07_c06_u004,Why Scott doesn't want to sleep with me. It's 'cause I'm not sexy enough.,Phoebe Buffay,Sad,negative
s02_e07_c06,s02_e07_c06_u005,"Phoebe, that's crazy. When I first met you, you know what I said to Chandler? I said, ""Excellent butt, great rack.""",Joey Tribbiani,Powerful,positive
s02_e07_c06,s02_e07_c06_u006,"Really? That's so sweet. I mean, I'm officially offended but, sweet.",Phoebe Buffay,Joyful,positive
s02_e07_c06,s02_e07_c06_u007,"Phoebs look, if you want to know what the deal is, you're just gonna have to ask him.",Joey Tribbiani,Powerful,positive
s02_e07_c06,s02_e07_c06_u008,"You're right, you're right. Ah, you are so yumm.",Phoebe Buffay,Joyful,positive
s02_e07_c07,s02_e07_c07_u002,"I mean, it's a cat, y'know, it's a cat. Why can't they get one of those bugs, y'know, one of those fruitflies, those things that live for like a day or something? What're they called, what're they called, what're they called?",Rachel Green,Peaceful,positive
s02_e07_c07,s02_e07_c07_u003,Fruitflies?,Michael,Neutral,neutral
s02_e07_c07,s02_e07_c07_u004,Yes! Thank you.,Rachel Green,Joyful,positive
s02_e07_c07,s02_e07_c07_u005,"So, would you like any dessert?",Waiter,Neutral,neutral
s02_e07_c07,s02_e07_c07_u006,"No! No dessert, just a check, please.",Michael,Peaceful,positive
s02_e07_c07,s02_e07_c07_u007,"Oh, you're not having fun, are you?",Rachel Green,Sad,negative
s02_e07_c07,s02_e07_c07_u008,"No, no, I am, but only because for the last hour and a half I've been playing the movie Diner in my head.",Michael,Sad,negative
s02_e07_c07,s02_e07_c07_u009,"Oh, look at me, look at me. Oh, I'm on a date with a really great guy, all I can think about is Ross and his cat and his... Julie. I just want to get over him. gosh, why can't I do that?",Rachel Green,Sad,negative
s02_e07_c07,s02_e07_c07_u010,"Oy. Look, I've been through a divorce, trust me you're gonna be fine. You just can't see it now because you haven't had any closure.",Michael,Sad,negative
s02_e07_c07,s02_e07_c07_u011,"Yeah! Closure. That's what it is, that's what I need. God, you're brilliant! Why didn't I think of that? How do I get that?",Rachel Green,Joyful,positive
s02_e07_c07,s02_e07_c07_u012,"Well, you know, there's no one way really, it's just, you know, whatever it takes so that you can finally say to him, ""I'm over you.""",Michael,Neutral,neutral
s02_e07_c07,s02_e07_c07_u013,"Closure, that's what it is. Closure. Hello, excuse me. Excuse me, hel. . . woo",Rachel Green,Powerful,positive
s02_e07_c07,s02_e07_c07_u014,Hang on.,Guy,Neutral,neutral
s02_e07_c07,s02_e07_c07_u015,"Hello, excuse me.",Rachel Green,Neutral,neutral
s02_e07_c07,s02_e07_c07_u016,What.,Guy,Scared,negative
s02_e07_c07,s02_e07_c07_u017,"Hi, I'm sorry, I need to borrow your phone for just one minute.",Rachel Green,Powerful,positive
s02_e07_c07,s02_e07_c07_u018,I'm talkin'!,Guy,Mad,negative
s02_e07_c07,s02_e07_c07_u019,"I can see that. I... just one phone call, I'll be very quick, I'll even pay for it myself. OK, you're bein' a little weird about your phone.",Rachel Green,Neutral,neutral
s02_e07_c07,s02_e07_c07_u020,"Alright, fine. I'll call you back.",Guy,Neutral,neutral
s02_e07_c07,s02_e07_c07_u021,Thank you. OK. Machine. Just waiting for the beep.,Rachel Green,Peaceful,positive
s02_e07_c07,s02_e07_c07_u022,Good.,Michael,Neutral,neutral
s02_e07_c07,s02_e07_c07_u023,"Ross, hi, it's Rachel. I'm just calling to say that um, everything's fine and I'm really happy for you and your cat who, by the way, I think you should name Michael. And, you know, ya see there I'm thinking of names so obviously, I am over you. I am over you and that, my friend, is what they call closure.",Rachel Green,Mad,negative
s02_e07_c08,s02_e07_c08_u002,"No, no, no, no, no, no No. Monica, it's Sunday morning. I'm not running on a Sunday.",Chandler Bing,Mad,negative
s02_e07_c08,s02_e07_c08_u003,Why not?,Monica Geller,Neutral,neutral
s02_e07_c08,s02_e07_c08_u004,Because it's Sunday. It's God's day.,Chandler Bing,Powerful,positive
s02_e07_c08,s02_e07_c08_u005,"OK, if you say stop, then we stop.",Monica Geller,Neutral,neutral
s02_e07_c08,s02_e07_c08_u006,"OK, stop.",Chandler Bing,Powerful,positive
s02_e07_c08,s02_e07_c08_u007,"No, c'mon, we can't stop, c'mon, we've got three more pounds to go. I am the energy train and you are on board. Woo-woo, woo-woo, woo-woo Woo.",Monica Geller,Powerful,positive
s02_e07_c10,s02_e07_c10_u002,Hey Joey.,Phoebe Buffay,Neutral,neutral
s02_e07_c10,s02_e07_c10_u003,Hey Phoebs.,Joey Tribbiani,Neutral,neutral
s02_e07_c10,s02_e07_c10_u004,How come you're watching a rabbi play electric guitar?,Phoebe Buffay,Neutral,neutral
s02_e07_c10,s02_e07_c10_u005,I can't find the remote. Thank you.,Joey Tribbiani,Sad,negative
s02_e07_c10,s02_e07_c10_u006,"So, Scott asked me to come over for lunch today and I did.",Phoebe Buffay,Neutral,neutral
s02_e07_c10,s02_e07_c10_u007,And?,Joey Tribbiani,Neutral,neutral
s02_e07_c10,s02_e07_c10_u008,And we did.,Phoebe Buffay,Joyful,positive
s02_e07_c10,s02_e07_c10_u009,"All right Phoebs, way to go.",Joey Tribbiani,Joyful,positive
s02_e07_c10,s02_e07_c10_u010,Yay me.,Phoebe Buffay,Joyful,positive
s02_e07_c10,s02_e07_c10_u011,"So, so how did it happen?",Joey Tribbiani,Joyful,positive
s02_e07_c10,s02_e07_c10_u012,"Well, I finally took your advice and asked him what was going on.",Phoebe Buffay,Neutral,neutral
s02_e07_c10,s02_e07_c10_u013,And what did he say?,Joey Tribbiani,Neutral,neutral
s02_e07_c10,s02_e07_c10_u014,"He said that, um, he understands how sex can be like, a very emotional thing for a woman and he was just afraid that I was gonna get all, y'know, like, 'ohh, is he gonna call me the next day' and, y'know, 'where is this going' and, ya know, blah-la-la-la-la. So he said he wanted to hold off until he was prepared to be really serious.",Phoebe Buffay,Neutral,neutral
s02_e07_c10,s02_e07_c10_u015,Wow.,Joey Tribbiani,Joyful,positive
s02_e07_c10,s02_e07_c10_u016,"Yeah, so I said, ""OK, relax please,"" y'know, I mean, sex can be just about two people right there in the moment, y'know, it's, if he wants to see me again he can call and if not, that's fine too. So after a looooot of talking. . . I convinced him.",Phoebe Buffay,Joyful,positive
s02_e07_c10,s02_e07_c10_u017,"Let me get this straight. He got you to beg to sleep with him, he got you to say he never has to call you again, and he got you thinking this was a great idea.",Joey Tribbiani,Joyful,positive
s02_e07_c10,s02_e07_c10_u018,Um-hum.,Phoebe Buffay,Joyful,positive
s02_e07_c10,s02_e07_c10_u019,This man is my God.,Joey Tribbiani,Joyful,positive
s02_e07_c11,s02_e07_c11_u002,Hi.,Rachel Green,Neutral,neutral
s02_e07_c11,s02_e07_c11_u003,I didn't get a cat.,Ross Geller,Sad,negative
s02_e07_c11,s02_e07_c11_u004,"Oh, that's um, interesting.",Rachel Green,Neutral,neutral
s02_e07_c11,s02_e07_c11_u005,"No, no it's not interesting. OK, it's very, very not interesting. In fact it's actually 100 percent completely opposite of interesting.",Ross Geller,Mad,negative
s02_e07_c11,s02_e07_c11_u006,"Alright, I got it Ross.",Rachel Green,Neutral,neutral
s02_e07_c11,s02_e07_c11_u007,You had no right to tell me you ever had feelings for me.,Ross Geller,Sad,negative
s02_e07_c11,s02_e07_c11_u008,What?,Rachel Green,Sad,negative
s02_e07_c11,s02_e07_c11_u009,I was doing great with Julie before I found out about you.,Ross Geller,Mad,negative
s02_e07_c11,s02_e07_c11_u010,"Hey, I was doin' great before I found out about you. You think it's easy for me to see you with Julie?",Rachel Green,Mad,negative
s02_e07_c11,s02_e07_c11_u011,Then you should have said something before I met her.,Ross Geller,Mad,negative
s02_e07_c11,s02_e07_c11_u012,I didn't know then. And how come you never said anything to me.,Rachel Green,Mad,negative
s02_e07_c11,s02_e07_c11_u013,There was never a good time.,Ross Geller,Sad,negative
s02_e07_c11,s02_e07_c11_u014,"Right, you, you only had a year. We only hung out every night.",Rachel Green,Sad,negative
s02_e07_c11,s02_e07_c11_u015,"Not, not, not every night. You know, and... and it's not like I didn't try, Rachel, but things got in the way, y'know? Like, like Italian guys or ex-fiances or, or, or Italian guys.",Ross Geller,Sad,negative
s02_e07_c11,s02_e07_c11_u016,"Hey, there was one Italian guy, OK, and do you even have a point?",Rachel Green,Mad,negative
s02_e07_c11,s02_e07_c11_u017,"The point is I... I don't need this right now, OK. It, it's too late, I'm with somebody else, I'm happy. This ship has sailed.",Ross Geller,Mad,negative
s02_e07_c11,s02_e07_c11_u018,"Yeah, what're you saying, you just sort of put away feelings or whatever the hell it was you felt for me?",Rachel Green,Mad,negative
s02_e07_c11,s02_e07_c11_u019,"Hey, I've been doin' it since the ninth grade, I've gotten pretty damn good at it.",Ross Geller,Mad,negative
s02_e07_c11,s02_e07_c11_u020,"Alright, fine, you go ahead and you do that, alright Ross.",Rachel Green,Mad,negative
s02_e07_c11,s02_e07_c11_u021,Fine.,Ross Geller,Mad,negative
s02_e07_c11,s02_e07_c11_u022,'Cause I don't need your stupid ship.,Rachel Green,Mad,negative
s02_e07_c11,s02_e07_c11_u023,Good.,Ross Geller,Mad,negative
s02_e07_c11,s02_e07_c11_u024,Good.,Rachel Green,Mad,negative
s02_e07_c11,s02_e07_c11_u025,"And ya know what, now I've got closure.",Rachel Green,Mad,negative
s02_e07_c11,s02_e07_c11_u026,Try the bottom one.,Ross Geller,Peaceful,positive
s02_e07_c12,s02_e07_c12_u002,"Monica, it's 6:30 in the morning. We're not working out, it's over.",Chandler Bing,Powerful,positive
s02_e07_c12,s02_e07_c12_u003,"No way, with one pound to go, c'mon. We're workin', we're movin', we're in the zone we're groovin'.",Monica Geller,Powerful,positive
s02_e07_c12,s02_e07_c12_u004,"OK, I don't, I don't mind the last pound. OK, in fact I kind of like the last pound. OK, so don't make me do anything that I'll regret.",Chandler Bing,Mad,negative
s02_e07_c12,s02_e07_c12_u005,"Ooh, what'cha gonna do, fat boy, huh? What?",Monica Geller,Joyful,positive
s02_e07_c12,s02_e07_c12_u006,"Nothing, except tell you, uh, I think it's wonderful how much energy you have.",Chandler Bing,Peaceful,positive
s02_e07_c12,s02_e07_c12_u007,"Well, thanks.",Monica Geller,Joyful,positive
s02_e07_c12,s02_e07_c12_u008,"I mean, especially considering how tough it's been for you to find work.",Chandler Bing,Neutral,neutral
s02_e07_c12,s02_e07_c12_u009,"Well, you know.",Monica Geller,Neutral,neutral
s02_e07_c12,s02_e07_c12_u010,"You know, I mean, you can't tell your parents you were fired because they'd be disappointed.",Chandler Bing,Neutral,neutral
s02_e07_c12,s02_e07_c12_u011,Uh-huh.,Monica Geller,Sad,negative
s02_e07_c12,s02_e07_c12_u012,And it's not as if you have a boyfriend's shoulder to cry on.,Chandler Bing,Neutral,neutral
s02_e07_c12,s02_e07_c12_u013,"Well no, but um.",Monica Geller,Sad,negative
